channelId,id,title,publishedAt,categoryId,channelTitle,duration,viewCount,likeCount,dislikeCount,commentCount
UC16PH7fpI9gShGPJyLTLvpQ,ItGl982CSXs,► DES HUNGER GAMES QUI PARTENT EN COUILLES SUR TS ! [FUNTAGE],2016-06-15T11:00:30Z,20,BAR2FAIRE,PT10M39S,15292,790.0,38.0,89.0
UC16PH7fpI9gShGPJyLTLvpQ,G-emaxkambI,FUT 16 - LES DRAFTS C'EST COOL (BONNE DRAFT 188) ♥,2016-06-13T15:30:01Z,20,BAR2FAIRE,PT7M18S,7742,723.0,26.0,39.0
UC16PH7fpI9gShGPJyLTLvpQ,GT8FL4TvP9c,SKYWARS INSANE MODE #13 | UNE EXTERMINATION SIMPLE et RAPIDE,2016-06-11T11:00:01Z,20,BAR2FAIRE,PT10M7S,29473,985.0,19.0,162.0
UC16PH7fpI9gShGPJyLTLvpQ,0vmDdKeLabw,TROLL TEAMSPEAK : T'ES PAS CAP DE DIRE ...#1 ► UN GROS RAGEUX x),2016-06-08T11:00:00Z,20,BAR2FAIRE,PT9M44S,22081,1211.0,40.0,251.0
UC16PH7fpI9gShGPJyLTLvpQ,qNunQ0jaLnY,FIFA 16 - COMMENT SE FAIRE EXPLOSER (MAIS AVEC HUMOUR) AVEC FROST,2016-06-06T15:00:04Z,20,BAR2FAIRE,PT10M10S,5249,226.0,18.0,44.0
UC16PH7fpI9gShGPJyLTLvpQ,RoGNhA0mFN0,UHC RUN | DEFI 38 : GAGNER EN SAUTANT TOUT LE TEMPS,2016-06-04T11:00:01Z,20,BAR2FAIRE,PT28M40S,16106,554.0,81.0,203.0
UC16PH7fpI9gShGPJyLTLvpQ,9w9PY7SXBvg,ZKGAMES ◘ TU VEUX ETRE PATRON D'UN MCDO® ?  - ZAPPONS #8,2016-06-01T11:00:00Z,20,BAR2FAIRE,PT8M50S,14596,493.0,17.0,82.0
UC16PH7fpI9gShGPJyLTLvpQ,rV-6Z_x3CTA,FIFA 16 - UN DEBUT PROLIFIQUE (TEST DE MA BPL) ◄,2016-05-31T15:00:05Z,20,BAR2FAIRE,PT10M51S,7277,642.0,43.0,161.0
UC16PH7fpI9gShGPJyLTLvpQ,XjeHwX8shAA,FAQ 70'000 ABONNES - Réponses à vos questions ! ♥,2016-05-28T11:00:01Z,20,BAR2FAIRE,PT9M2S,15198,845.0,36.0,200.0
UC16PH7fpI9gShGPJyLTLvpQ,TKjS1COXQOw,Bar2Subs #06 | La série des Abonnés ► [RinskGames],2016-05-25T11:00:01Z,20,BAR2FAIRE,PT11M28S,13448,513.0,7.0,138.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,jA2Nd9dHG8E,З новим 2021 роком: Гімн України від зірок телеканалу 1+1,2021-01-01T10:51:38Z,24,Телеканал 1+1,PT1M39S,44483,1296.0,82.0,92.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,E0hh6J7GLi0,Рідня. 24 серія,2020-12-19T19:45:01Z,24,Телеканал 1+1,PT28M36S,193787,2318.0,116.0,385.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,4lqagOQTX0I,Рідня. 23 серія,2020-12-19T19:15:00Z,24,Телеканал 1+1,PT26M39S,171874,1527.0,75.0,79.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,2lWrBBQL2eU,Рідня. 22 серія,2020-12-18T19:45:02Z,24,Телеканал 1+1,PT24M29S,152243,1378.0,80.0,89.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,1nLU8R1Fn5E,Рідня. 21 серія,2020-12-18T19:15:01Z,24,Телеканал 1+1,PT26M23S,172949,1537.0,83.0,91.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,4cL5n8x0N3s,Рідня. 20 серія,2020-12-17T19:45:00Z,24,Телеканал 1+1,PT25M8S,189574,1570.0,81.0,187.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,2i5o_bbtTUQ,Рідня. 19 серія,2020-12-17T19:15:00Z,24,Телеканал 1+1,PT24M18S,172759,1440.0,85.0,105.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,fi1rdCqP6bk,Дивись благодійний рекламний блок 19 грудня на 1+1,2020-12-17T12:00:25Z,24,Телеканал 1+1,PT20S,6790,108.0,2.0,9.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,VdLfh31MVV8,Рідня. 18 серія,2020-12-16T20:45:01Z,24,Телеканал 1+1,PT25M28S,185985,1513.0,102.0,89.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,RfbJbOiPI0M,Рідня. 17 серія,2020-12-16T20:15:03Z,24,Телеканал 1+1,PT28M21S,161455,1317.0,71.0,50.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,_YYea_pL5yA,Рідня. 16 серія,2020-12-16T19:45:00Z,24,Телеканал 1+1,PT24M37S,152704,1302.0,82.0,42.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,JlzZw-BGVMM,Рідня. 15 серія,2020-12-16T19:15:00Z,24,Телеканал 1+1,PT23M59S,182780,1508.0,90.0,70.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,07E9TgTyK-A,Рідня. 14 серія,2020-12-12T19:45:01Z,24,Телеканал 1+1,PT25M4S,190739,1519.0,102.0,149.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,DmjnPlz0U6M,Рідня. 13 серія,2020-12-12T19:15:02Z,24,Телеканал 1+1,PT24M56S,213025,1505.0,102.0,52.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,aIdbQjZ5FD0,Рідня. 12 серія,2020-12-11T20:45:02Z,24,Телеканал 1+1,PT23M29S,198762,1329.0,91.0,41.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,8p2DzSAKkMo,Рідня. 11 серія,2020-12-11T20:15:00Z,24,Телеканал 1+1,PT26M36S,203804,1258.0,88.0,59.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,ZwkY-g2xs68,Рідня. 10 серія,2020-12-11T19:45:00Z,24,Телеканал 1+1,PT25M9S,173130,1074.0,75.0,24.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,pu9q72bx5mU,Рідня. 9 серія,2020-12-11T19:15:01Z,24,Телеканал 1+1,PT24M57S,200352,1253.0,91.0,53.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,AHq2jb5gR0A,Зустрічай Новий рік із Новорічним Вечірнім Кварталом на 1+1,2020-12-11T16:40:46Z,24,Телеканал 1+1,PT1M1S,16524,413.0,34.0,272.0
UCVEaAWKfv7fE1c-ZuBs7TKQ,MtbvFQ8ZVtQ,Рідня. 8 серія,2020-12-10T20:45:00Z,24,Телеканал 1+1,PT25M24S,168656,1102.0,77.0,31.0
UC6C1dyHHOMVIBAze8dWfqCw,eW3WpX5fgL8,"7 Spiele, die leider NIE mehr veröffentlicht werden!",2021-01-10T10:28:08Z,20,GameStar,PT11M49S,46370,2099.0,65.0,218.0
UC6C1dyHHOMVIBAze8dWfqCw,THVczP3GDwQ,S.T.A.L.K.E.R. 2 in unter 10 Minuten,2021-01-08T16:15:01Z,20,GameStar,PT9M3S,85770,3078.0,187.0,523.0
UC6C1dyHHOMVIBAze8dWfqCw,aij11NpcybU,"Die Zukunft von Elder Scrolls, neue Nintendo Switch und EURE Themen in React Live ab 18 Uhr",2021-01-07T19:47:28Z,20,GameStar,PT2H26M48S,34660,834.0,83.0,68.0
UC6C1dyHHOMVIBAze8dWfqCw,LP7GntQWHBo,Spiele werden immer teurer - und waren noch nie so billig!,2021-01-07T15:00:18Z,20,GameStar,PT10M20S,107252,3893.0,2153.0,1628.0
UC6C1dyHHOMVIBAze8dWfqCw,i_wLbo5ZHNQ,Die schlimmsten (und besten) Bugs der Spielegeschichte,2021-01-06T17:45:01Z,20,GameStar,PT13M37S,181189,6716.0,179.0,521.0
UC6C1dyHHOMVIBAze8dWfqCw,ogFWcK0gQ6U,Der Januar startet mit ein paar echten Next-Gen-Spielen - Release-Vorschau,2021-01-05T17:15:03Z,20,GameStar,PT14M19S,108354,3232.0,250.0,338.0
UC6C1dyHHOMVIBAze8dWfqCw,fiwp5yU9lEw,"GTA 6, Age of Empires 4, Elex 2 - Wie steht's um die kommenden Spiele-Hits?",2021-01-04T18:16:42Z,20,GameStar,PT19M57S,413445,10203.0,456.0,1210.0
UC6C1dyHHOMVIBAze8dWfqCw,RiFPqrGl8bg,Diese Menschen machen die Spiele-Welt besser!,2021-01-03T15:30:02Z,20,GameStar,PT13M43S,50108,2168.0,260.0,238.0
UC6C1dyHHOMVIBAze8dWfqCw,vqhFXgWZChU,Von der Katastrophe zum Hit - Diese Spiele haben die Kurve gekriegt,2021-01-02T16:45:04Z,20,GameStar,PT10M58S,149383,4250.0,168.0,619.0
UC6C1dyHHOMVIBAze8dWfqCw,Xc_NPSm-ty4,"Wird 2021 ein gutes Spielejahr? Chefredaktions-Diskussionsrunde mit Heiko, Rae und Leya",2021-01-01T12:15:01Z,20,GameStar,PT57M16S,99277,2800.0,339.0,519.0
UC6C1dyHHOMVIBAze8dWfqCw,L_gIHN5Q-iI,Diese Spiele haben das Jahr 2020 NICHT überlebt - Cancelled Games 2020,2020-12-31T14:15:04Z,20,GameStar,PT13M43S,148021,3918.0,111.0,359.0
UC6C1dyHHOMVIBAze8dWfqCw,Rq8StJBQJrI,Die besten Spiele 2020 nach dem Metascore,2020-12-31T11:00:08Z,20,GameStar,PT16M9S,97262,3258.0,341.0,722.0
UC6C1dyHHOMVIBAze8dWfqCw,OWlTXRiJvtI,Röki: Die beste nordische Mythologie 2020,2020-12-30T16:00:22Z,20,GameStar,PT10M,40459,1533.0,99.0,76.0
UC6C1dyHHOMVIBAze8dWfqCw,2e42dZTfpIc,"Die besten Rollenspiele des Jahres für PC, PlayStation, Xbox und Nintendo Switch",2020-12-30T11:38:55Z,20,GameStar,PT13M4S,55286,1996.0,150.0,356.0
UC6C1dyHHOMVIBAze8dWfqCw,GWt2XgU1Lrg,"Frostpunk mit DLC: Eins der besten Aufbau-Spiele, die ihr jetzt spielen könnt!",2020-12-29T17:30:01Z,20,GameStar,PT16M43S,274010,6196.0,137.0,355.0
UC6C1dyHHOMVIBAze8dWfqCw,uLWQ2Db1Dfk,2020 gab's ein paar völlig irre Easter Eggs in Spielen!,2020-12-29T11:15:01Z,20,GameStar,PT12M11S,99499,3173.0,108.0,138.0
UC6C1dyHHOMVIBAze8dWfqCw,JjnqPevuS3s,Hiebe in Zeiten von Corona - Hades kam zur perfekten Zeit,2020-12-28T17:00:17Z,20,GameStar,PT9M4S,44043,1557.0,117.0,182.0
UC6C1dyHHOMVIBAze8dWfqCw,J6IT2_Mxtdw,Diese Story-Kracher solltet ihr nicht verpassen,2020-12-28T13:15:00Z,20,GameStar,PT14M12S,95284,3328.0,265.0,473.0
UC6C1dyHHOMVIBAze8dWfqCw,aYbZIRMvqlw,"Rückstoß, Nachrichten und Straßennamen - 14 faszinierende Details und Easter Eggs in Cyberpunk 2077",2020-12-27T13:15:01Z,20,GameStar,PT13M58S,98556,3168.0,750.0,1175.0
UC6C1dyHHOMVIBAze8dWfqCw,iXqzwxRlg2A,Diese 10 Spiele muss man 2020 gespielt haben,2020-12-27T11:00:09Z,20,GameStar,PT14M42S,79665,2954.0,491.0,434.0
UCdkBa5GZKEAfiTjqfqotWhQ,KzBD3YWSzfc,Eat 'Em and Smile Tour,2021-01-01T20:03:53Z,10,SteveVaiHimself,PT1M1S,17960,1487.0,23.0,199.0
UCdkBa5GZKEAfiTjqfqotWhQ,fKXcIS5_Ebk,Captain Velorum!,2020-11-09T18:36:42Z,10,SteveVaiHimself,PT2M23S,100288,9249.0,143.0,978.0
UCdkBa5GZKEAfiTjqfqotWhQ,rMalX5FNNpc,"Steve Vai jams over Joe Satriani's ""Teardrops""",2020-09-15T16:17:59Z,10,SteveVaiHimself,PT2M15S,258610,14488.0,119.0,1649.0
UCdkBa5GZKEAfiTjqfqotWhQ,mRro2mLIC6I,"""The Animal Jam"" live in Oslo!",2020-07-31T17:11:58Z,10,SteveVaiHimself,PT3M39S,54285,2329.0,25.0,173.0
UCdkBa5GZKEAfiTjqfqotWhQ,sLcMudugMU4,"Steve Vai - ""Mercy"" Live",2020-07-31T16:55:51Z,10,SteveVaiHimself,PT4M22S,55265,1688.0,54.0,183.0
UCdkBa5GZKEAfiTjqfqotWhQ,k96jpwotKas,"Steve Vai ""Alien Guitar Secrets: EP8 - 60th Birthday Celebration""",2020-06-09T16:11:57Z,10,SteveVaiHimself,PT1H15M49S,264096,13450.0,87.0,2547.0
UCdkBa5GZKEAfiTjqfqotWhQ,4fO954zQ3Us,"Steve Vai - ""Candle Power""",2020-06-06T20:22:46Z,10,SteveVaiHimself,PT3M42S,1142616,56999.0,631.0,5393.0
UCdkBa5GZKEAfiTjqfqotWhQ,-onGt5FysHk,"Steve Vai ""Under It All: EP7 - And We Are One""",2020-05-10T17:18:40Z,10,SteveVaiHimself,PT2H9M1S,35295,1542.0,26.0,344.0
UCdkBa5GZKEAfiTjqfqotWhQ,OZvM43VGGes,"Steve Vai ""Alien Guitar Secrets: EP7 - The PIA""",2020-05-09T22:34:13Z,10,SteveVaiHimself,PT2H4M20S,67568,2974.0,21.0,491.0
UCdkBa5GZKEAfiTjqfqotWhQ,Pl46Qsk-Wvs,"Steve Vai - ""Bad Horsie"" from the Harmony Hut",2020-05-06T03:47:28Z,10,SteveVaiHimself,PT5M45S,1080014,53664.0,397.0,4358.0
UCdkBa5GZKEAfiTjqfqotWhQ,jGIUNcVMnwc,"Steve Vai ""Under It All: EP6 - Evolution""",2020-05-04T19:39:01Z,10,SteveVaiHimself,PT1H58M54S,23958,1161.0,31.0,257.0
UCdkBa5GZKEAfiTjqfqotWhQ,2J7Cg1tzeh4,"Steve Vai “Alien Guitar Secrets: EP6 - Signal Chain""",2020-04-30T23:19:11Z,10,SteveVaiHimself,PT2H3M31S,61640,2747.0,26.0,385.0
UCdkBa5GZKEAfiTjqfqotWhQ,RBN9zqR4Wzg,"Steve Vai - ""The Moon and I"" (Solo Acoustic & Vocals)",2020-04-30T16:06:26Z,10,SteveVaiHimself,PT3M35S,283491,15677.0,185.0,1191.0
UCdkBa5GZKEAfiTjqfqotWhQ,62MRBUID0us,"Steve Vai ""Under It All: EP5 - The Most Important Question""",2020-04-24T17:35:51Z,10,SteveVaiHimself,PT1H49M36S,27489,1484.0,15.0,311.0
UCdkBa5GZKEAfiTjqfqotWhQ,_-GnlGocT98,"Steve Vai “Alien Guitar Secrets: EP5 - Ear Training""",2020-04-22T03:50:19Z,10,SteveVaiHimself,PT1H58M39S,262360,13025.0,137.0,1275.0
UCdkBa5GZKEAfiTjqfqotWhQ,ilVCM32Vw-E,"Steve Vai ""Under It All: EP4 - Religion""",2020-04-17T02:40:09Z,10,SteveVaiHimself,PT1H58M28S,30336,1485.0,30.0,402.0
UCdkBa5GZKEAfiTjqfqotWhQ,7vhKwEN2KNc,"Steve Vai “Alien Guitar Secrets: EP4 - Misc. Questions""",2020-04-15T17:18:59Z,10,SteveVaiHimself,PT2H10M11S,33839,1433.0,18.0,211.0
UCdkBa5GZKEAfiTjqfqotWhQ,kmQE0KD_88g,"Steve Vai ""Under It All: EP3 - Meditation""",2020-04-10T04:08:34Z,10,SteveVaiHimself,PT1H53M33S,32169,1573.0,28.0,317.0
UCdkBa5GZKEAfiTjqfqotWhQ,KAw7c8NylCg,"Steve Vai ""Under It All: EP2 - Criticism""",2020-04-09T02:35:02Z,10,SteveVaiHimself,PT1H32M36S,30831,1407.0,12.0,230.0
UCdkBa5GZKEAfiTjqfqotWhQ,b7eZOs_b_LY,"Steve Vai ""Under It All: EP1 - All About Steve""",2020-04-09T02:34:59Z,10,SteveVaiHimself,PT1H17M20S,72890,3216.0,45.0,786.0
UCsm77kEHBDEPgD4Ir3jSRYg,7lGHo3S-0o0,El Gran Gallo #3 ¡Adivina el Sonido de los Animales con Bartolito! | A Jugar,2021-01-10T12:00:02Z,27,El Reino a Jugar,PT2M58S,11565,108.0,70.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,NR1WCO6y3n4,¡A Jugar a las Escondidas y a Bañar a los Animales del Zoo! #5 | A Jugar,2021-01-07T13:00:14Z,27,El Reino a Jugar,PT3M4S,46210,311.0,209.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,DbnFvwdm51k,Las travesuras del Lobo Beto y Bartolito - Las Marionetas de La Granja | A Jugar,2021-01-05T20:00:05Z,27,El Reino a Jugar,PT8M46S,35104,236.0,142.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,P1UkuMDMjAQ,¡Atrápalos! Whack A Mole con Huevos Sorpresa de Bichikids y Zoo | A Jugar,2021-01-03T12:00:16Z,27,El Reino a Jugar,PT3M35S,66004,428.0,213.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,rQ54tvFnM40,"¡Juegos Divertidos del Zoo! Día y Noche, Rueda de la Fortuna y Más | A Jugar",2020-12-31T13:00:16Z,27,El Reino a Jugar,PT15M47S,147948,986.0,743.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,F0fEVFr-eiQ,🎄 Especial de Navidad 🎄 ¡A Jugar en La Granja de Zenón! | A Jugar,2020-12-29T20:00:03Z,27,El Reino a Jugar,PT12M35S,166707,1354.0,838.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,xkdhzrSvkPQ,"¡Mix Divertido! 🎄 Huevos Sorpresas, Regalos y Adornos de Navidad en La Granja de Zenón | A Jugar",2020-12-27T12:00:11Z,27,El Reino a Jugar,PT12M37S,101754,715.0,486.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,LIag0659kG4,"🎄 Navidad en el Zoo 🎄 ¡A Jugar con Lalo, Rita y Más Animales del Zoo! | A Jugar",2020-12-24T13:00:07Z,27,El Reino a Jugar,PT3M26S,128432,929.0,640.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,FRQhVlZjb_A,🎄 ¡A Jugar con Huevitos Sorpresa y Adornos Navideños de La Granja de Zenón! 🎄| A Jugar,2020-12-22T20:00:08Z,27,El Reino a Jugar,PT3M17S,238191,1367.0,856.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,PfWg-XB6d3U,Aprende los Colores 🎄 Armando el Árbol de Navidad en La Granja de Zenón 🎄 | A Jugar,2020-12-20T12:00:04Z,27,El Reino a Jugar,PT2M51S,273820,1384.0,963.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,1sB5-lWGdK4,"🎄 Navidad 🎄 ¡A Jugar con Tufín, Tamito y Más Animales del Zoo! | A Jugar",2020-12-17T13:00:02Z,24,El Reino a Jugar,PT3M26S,336011,3568.0,2338.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,_3u_uXhqg8Q,Lo Mejor de Los Regalos Sorpresa de Las Marionetas de La Granja | A Jugar,2020-12-15T20:00:05Z,24,El Reino a Jugar,PT8M30S,111887,608.0,357.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,KbgzTqPdJtk,🎄 A Jugar con Huevos Sorpresa y Regalos de Navidad 🎄 | A Jugar,2020-12-13T12:00:05Z,27,El Reino a Jugar,PT4M6S,236979,1636.0,1027.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,6s-KQ0BVS9Y,"🎄 Navidad en el Zoo 🎄 ¡A Jugar con Chulo, Dante y Más Animales del Zoo! | A Jugar",2020-12-10T13:00:07Z,27,El Reino a Jugar,PT3M26S,237427,1817.0,1127.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,HJF5Q5UsU8U,🎄 A Jugar con La Granja de Zenón y Los Regalos Sorpresa de Navidad 🎄 | A Jugar,2020-12-08T20:00:01Z,27,El Reino a Jugar,PT11M43S,105391,535.0,303.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,mcgFR0g3Who,¡A Jugar y Abrir Regalos de Navidad en La Granja de Zenón! 🎄| A Jugar,2020-12-06T12:00:10Z,27,El Reino a Jugar,PT2M23S,244541,1460.0,927.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,IoBNFua1PkQ,"🎄 Especial de Navidad en el Zoo 🎄 ¡A Jugar con Lulú, Blas, Leo y Mona Winona! | A Jugar",2020-12-03T14:30:53Z,27,El Reino a Jugar,PT3M26S,205457,1284.0,844.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,qGHTEPhfPmE,Navidad con Las Marionetas de La Granja | A Jugar,2020-12-01T20:00:07Z,27,El Reino a Jugar,PT8M5S,164401,676.0,344.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,w-76tyJe-o0,¡A Pintar Huevos Sorpresa de La Granja de Zenón! - El Lorito Pepe | A Jugar,2020-11-29T12:00:16Z,27,El Reino a Jugar,PT3M22S,260536,966.0,585.0,0.0
UCsm77kEHBDEPgD4Ir3jSRYg,AQif-q7MDik,¡A Jugar a las Escondidas y a Bañar a los Animales del Zoo! #4 | A Jugar,2020-11-26T14:00:03Z,27,El Reino a Jugar,PT3M4S,138466,576.0,430.0,0.0
UCDoTDTn6poKRRqq90PJhX0w,oFADC9-aoIU,打チくる!?傑作選#83【ワサビ】VERSUS,2021-01-08T02:59:15Z,24,VPRESS CHANNEL,PT42M14S,3670,36.0,9.0,7.0
UCDoTDTn6poKRRqq90PJhX0w,0j5m8tjcLuQ,打チくる!?傑作選#82【ナオミ】コードギアス 反逆のルルーシュ R2,2021-01-06T02:59:09Z,24,VPRESS CHANNEL,PT43M27S,3621,23.0,40.0,6.0
UCDoTDTn6poKRRqq90PJhX0w,Y7D-5pTVNL4,打チくる!?傑作選#81【みさお】コードギアス 反逆のルルーシュ R2,2021-01-04T03:00:34Z,24,VPRESS CHANNEL,PT54M37S,5175,35.0,31.0,7.0
UCDoTDTn6poKRRqq90PJhX0w,MXuknDBQ-aE,まりも「ザ・ラストチャンス」★万枚チャレンジ堂々完結！！★【THE LAST CHANCE】ミリオンゴッド-神々の凱旋- 第25話 後編,2020-12-31T03:00:06Z,24,VPRESS CHANNEL,PT36M15S,60718,542.0,32.0,25.0
UCDoTDTn6poKRRqq90PJhX0w,F0bbFT9FyDA,下皿にムカデドッキリ！【あゆみの大冒険】 第8話 G1優駿倶楽部 後編,2020-12-30T03:00:22Z,24,VPRESS CHANNEL,PT23M55S,48903,410.0,53.0,37.0
UCDoTDTn6poKRRqq90PJhX0w,H2y_MK29eJY,打チくる!?傑作選#80【梅屋シン】バジリスク～甲賀忍法帖～絆 他,2020-12-29T03:33:05Z,24,VPRESS CHANNEL,PT46M36S,3217,17.0,16.0,0.0
UCDoTDTn6poKRRqq90PJhX0w,rbJ7YHJ4thg,まりも「ザ・ラストチャンス」★人生最後のG-STOP！？★【THE LAST CHANCE】ミリオンゴッド-神々の凱旋- 第25話 中編,2020-12-28T03:00:09Z,24,VPRESS CHANNEL,PT34M40S,53034,465.0,33.0,22.0
UCDoTDTn6poKRRqq90PJhX0w,XkDTy8Yu7VU,まりも「ザ・ラストチャンス」★万枚への道、最終回！！★【THE LAST CHANCE】ミリオンゴッド-神々の凱旋- 第25話 前編,2020-12-25T03:00:41Z,24,VPRESS CHANNEL,PT41M41S,70483,465.0,50.0,16.0
UCDoTDTn6poKRRqq90PJhX0w,EjXQxdxJtZQ,新ジョブ！チャイナ服で格闘家！！【あゆみの大冒険】 第8話 G1優駿倶楽部 前編,2020-12-23T02:59:59Z,24,VPRESS CHANNEL,PT26M55S,28948,333.0,41.0,30.0
UCDoTDTn6poKRRqq90PJhX0w,HC4lcjY0u0I,『Pフィーバー アイドルマスター ミリオンライブ！』パチンコ店現役店長が試打させていただきます。,2020-12-21T06:20:14Z,24,VPRESS CHANNEL,PT25M19S,5363,38.0,35.0,7.0
UCDoTDTn6poKRRqq90PJhX0w,xVqEeeDLou8,まりも「ザ・ラストチャンス」★激アツG-STOPの行方は！？★【THE LAST CHANCE】ミリオンゴッド-神々の凱旋- 第24話 後編,2020-12-18T02:59:51Z,24,VPRESS CHANNEL,PT35M32S,58756,332.0,45.0,11.0
UCDoTDTn6poKRRqq90PJhX0w,nehSWkZ4a7k,打チくる!?傑作選#79【諸積ゲンズブール】ミリオンゴッド-神々の凱旋-,2020-12-16T03:00:08Z,24,VPRESS CHANNEL,PT49M31S,9061,48.0,25.0,4.0
UCDoTDTn6poKRRqq90PJhX0w,HReDlNKPdyk,打チくる!?傑作選#78【中武一日二膳】ミリオンゴッド-神々の凱旋- / サンダーV リボルト,2020-12-14T02:59:34Z,24,VPRESS CHANNEL,PT38M40S,5518,50.0,19.0,3.0
UCDoTDTn6poKRRqq90PJhX0w,-J3IQtiDFqU,まりも「ザ・ラストチャンス」★開始●●GでSGG！！★【THE LAST CHANCE】ミリオンゴッド-神々の凱旋- 第24話 前編,2020-12-11T02:59:41Z,24,VPRESS CHANNEL,PT34M33S,68467,400.0,63.0,16.0
UCDoTDTn6poKRRqq90PJhX0w,XByeHDuS93U,打チくる!?傑作選#77【二階堂亜樹】コードギアス 反逆のルルーシュ R2,2020-12-09T03:09:27Z,24,VPRESS CHANNEL,PT43M28S,7105,31.0,47.0,7.0
UCDoTDTn6poKRRqq90PJhX0w,oVHl8LMtyjw,打チくる!?傑作選#76【みさお】偽物語,2020-12-07T03:01:29Z,24,VPRESS CHANNEL,PT41M45S,5167,49.0,17.0,5.0
